Node,Steady State (No perturb),Steady State (Perturbed (GATA3),SFA_fold_change
A2M,0.9725016146627982,0.4862508073313991,-0.4862508073313991
ABCA1,1.75997974273639,0.8740548329889138,-0.8859249097474761
ABCB1,-0.1737447324553012,-0.1080046101760272,0.065740122279274
ABCG2,1.7712589508708576,0.9514464199971928,-0.8198125308736648
ABI2,1.163706974278162,0.0772349130694399,-1.0864720612087222
ABL1,2.6679222656918875,1.989524381703924,-0.6783978839879634
ACAT1,1.8200868369249288,0.9758603630242284,-0.8442264739007004
ACE,0.5548340130397212,0.3192720433414884,-0.23556196969823284
ACSL1,1.7860344234272654,0.9588341562753968,-0.8272002671518686
ACTA1,0.8458867537060423,0.4598391011731549,-0.38604765253288736
ACTA2,0.5316629641843703,0.0328757118039453,-0.498787252380425
ACTBL2,1.2896102531475289,1.09524971620747,-0.19436053694005895
ACTC1,1.581182500318702,1.2761348516130322,-0.3050476487056697
ACTG2,0.8616315307902745,0.591563639619927,-0.2700678911703476
ACTR3C,1.975879228869748,1.709833437510142,-0.26604579135960593
ACVR1C,1.4230264147999194,0.8868572206211953,-0.5361691941787241
ADAMTS3,1.1019521342472474,0.5509760671236237,-0.5509760671236237
ADH1A,0.1211416596162892,0.133063983239156,0.011922323622866798
ADIPOQ,0.1160359114953013,0.1238349003094149,0.007798988814113589
ADIPOR1,1.920800985584748,1.0542634903419628,-0.8665374952427853
ADIRF,1.769270846302171,1.0988896506392414,-0.6703811956629295
ADM,1.3467748617814106,0.6733874308907053,-0.6733874308907053
ADORA1,1.3258144054756793,0.796214341542341,-0.5296000639333382
ADRA1B,1.0268748587703405,0.5134374293851702,-0.5134374293851702
ADRB2,1.7237219416072675,1.0748233468889064,-0.6488985947183612
AFAP1L2,1.6219826983976475,0.937883643991181,-0.6840990544064666
AFP,-0.642914772430189,-0.5320315150834886,0.11088325734670046
AGER,0.8087469163721623,0.3385565136243164,-0.47019040274784596
AGR2,2.132884821510366,1.2146966003847663,-0.9181882211255998
AGRN,2.411915272976357,1.4980747493051294,-0.9138405236712277
AGTR1,0.1309668183694628,0.2166627351747466,0.0856959168052838
AHRR,0.8454134225403716,0.4227067112701858,-0.4227067112701858
AKAP5,1.4351159958341717,0.9135388358613722,-0.5215771599727995
AKR1B1,2.1792291028165582,1.2546199376807432,-0.924609165135815
AKR1C3,1.5442807569933363,0.8228470604030113,-0.7214336965903251
AKT1,1.783044202738552,0.8546263770491422,-0.9284178256894098
ALCAM,2.1274755528705,1.06373777643525,-1.06373777643525
ALDOB,0.2552540488556524,0.2984141459270388,0.043160097071386405
ALOX5,0.4410897411707486,0.2623999074070019,-0.1786898337637467
ANGPT1,1.662534906085714,1.1360381408684253,-0.5264967652172887
ANGPTL4,1.529370096680913,0.946634062066138,-0.582736034614775
ANK1,1.3320871845926283,0.6660435922963143,-0.666043592296314
ANK3,1.4791861073605272,0.7395930536802636,-0.7395930536802636
ANXA1,2.136632117713383,0.991901019109076,-1.144731098604307
AOX1,1.7951037413218889,1.2450044086036307,-0.5500993327182582
AP1G2,1.623681725761562,0.811840862880781,-0.811840862880781
AP1S3,1.6284929677332964,0.8142464838666482,-0.8142464838666482
APBB1IP,1.58560523141136,0.79280261570568,-0.79280261570568
APOA5,0.2552540488556524,0.2984141459270386,0.04316009707138618
APOB,-0.1160359114953013,-0.123834900309415,-0.0077989888141137
APOBEC3G,1.4922358840081456,0.7461179420040728,-0.7461179420040728
APOBR,0.145058899596336,0.0067125052364036,-0.1383463943599324
APOC3,0.3613707620253756,0.4392016195171233,0.07783085749174767
AQP3,1.7533316603015758,1.029956605471137,-0.7233750548304387
AQP5,2.144616251489189,1.5872864284801662,-0.5573298230090229
AR,1.0260349202831176,0.6040090386680964,-0.4220258816150212
ARG1,0.0626750580505772,0.0682332533454223,0.005558195294845095
ARG2,1.532014522557922,0.8029029855990949,-0.7291115369588271
ARHGAP24,1.1506682677000115,0.6608124537125665,-0.48985581398744504
ARHGAP31,1.6329891775262002,0.8164945887631001,-0.8164945887631001
ARHGAP32,1.7544851405944475,0.8772425702972237,-0.8772425702972237
ARHGDIB,1.5835171006607234,0.7917585503303617,-0.7917585503303617
ARHGEF16,0.8609408640611753,0.4304704320305876,-0.4304704320305877
ARHGEF4,1.0142928506427349,0.5071464253213673,-0.5071464253213676
ARHGEF5,1.1465236088703543,0.5732618044351772,-0.5732618044351772
ARHGEF6,1.7968982670844518,1.7526950904790517,-0.044203176605400074
ARNTL,0.952212464045033,0.1705881903977704,-0.7816242736472626
ASAH1,1.6567662189704018,0.8283831094852009,-0.8283831094852009
ASS1,1.0485215609557714,0.6328665820529078,-0.4156549789028636
ATF1,2.036172984513587,1.4379949367962397,-0.5981780477173475
ATF2,1.4091112289794068,0.5560238217046415,-0.8530874072747653
ATF3,1.1844183929004997,0.561898653155911,-0.6225197397445886
ATOH8,0.5433757924782513,0.4488672927066717,-0.0945084997715796
ATP1A3,1.3560586585349914,1.0640219959443151,-0.2920366625906763
ATP1B1,2.5250264568204006,1.7329989765208902,-0.7920274802995104
ATP2B4,2.182164905063252,1.3736467490598407,-0.8085181560034114
ATP6AP1,1.8618808961220903,0.9309404480610451,-0.9309404480610451
ATP6V0A4,1.7506807211671411,1.1080754725988318,-0.6426052485683094
ATP6V0D2,1.894950323993595,1.3890626060727074,-0.5058877179208876
ATP6V0E1,3.0654720935298734,2.294278519802191,-0.7711935737276825
ATP8B1,1.818680027450765,0.994818333587943,-0.823861693862822
AXIN2,1.5225805573338835,1.120980116964696,-0.4016004403691875
B3GNT3,1.1806125341199083,0.5903062670599541,-0.5903062670599541
B3GNT7,1.0117526416953055,0.5058763208476528,-0.5058763208476528
B4GALT4,1.328382073124928,0.664191036562464,-0.664191036562464
BABAM2,-0.1704278075130002,-0.1915391382719131,-0.02111133075891289
BAD,1.7831969289438867,1.0431659101886583,-0.7400310187552284
BAK1,2.291495937636456,1.6183343256826053,-0.6731616119538506
BAMBI,1.5417920512080283,0.9772785368867132,-0.5645135143213151
BATF3,1.300369286917494,0.9543994674796056,-0.3459698194378885
BAX,1.7104746716040555,0.9099962719726308,-0.8004783996314248
BCAR1,1.8303806007691044,0.9570453372061803,-0.873335263562924
BCHE,0.7301096084889256,0.5323970304464634,-0.19771257804246223
BCL11A,0.8457912836571106,0.591013234026355,-0.2547780496307557
BCL2,1.3369518045640458,0.65209037017943,-0.6848614343846159
BCL2L1,1.976988914513208,0.92267751269484,-1.0543114018183681
BCL2L11,1.5148392915560278,0.9236659924376344,-0.5911732991183934
BCL6,1.1516840213087438,0.3422943926200127,-0.8093896286887311
BECN1,1.797530451471256,0.9842435455981886,-0.8132869058730674
BEND3,1.2948211490934245,0.7199037279777232,-0.5749174211157013
BEX2,1.2236611802148278,0.6973089099699745,-0.5263522702448533
BGLAP,-0.1043275151217362,-0.2006955503459301,-0.09636803522419389
BHLHE40,2.186496171335336,1.3145463398309054,-0.8719498315044307
BID,1.9450082247173883,1.33667607054019,-0.6083321541771982
BIRC3,1.989884253518612,1.3191554738585674,-0.6707287796600447
BIRC5,1.9620330694226933,1.1581959311788923,-0.803837138243801
BMI1,0.9110126859610072,0.564112144555526,-0.3469005414054811
BMP1,1.1959209531325916,0.426044854955563,-0.7698760981770286
BMP2,0.7623286239799943,0.1482085417017574,-0.6141200822782369
BMP5,0.7468114276085961,0.1175467639705713,-0.6292646636380248
BMP6,0.1561909565583932,-0.1777634715545301,-0.3339544281129233
BMPR1B,0.9609124700965544,0.4003480249106713,-0.5605644451858831
BNIP3L,1.4008514042645817,0.5089377795291128,-0.8919136247354689
BRCA1,1.566393632679717,0.8673416033299873,-0.6990520293497297
BRD7,1.2909125851882164,0.5368504910190861,-0.7540620941691303
BRIP1,1.7285266842038605,0.9728691436769524,-0.755657540526908
BRS3,0.1160359114953013,0.1238349003094149,0.007798988814113589
BTG1,1.6940550744002616,0.8101318128799969,-0.8839232615202647
BTG2,0.7254066708606534,0.3878745189474352,-0.33753215191321817
C3AR1,0.8366670128795821,0.3419184666921754,-0.4947485461874067
CABIN1,1.2996539613286635,0.5168194779754353,-0.7828344833532282
CACNA2D1,1.1783262088431845,0.4878659887159772,-0.6904602201272073
CACNB4,0.8691678199282973,0.3332867942585328,-0.5358810256697645
CACNG4,0.5069821181414069,0.2799575380222199,-0.22702458011918702
CACNG6,0.701570909919091,0.2494883392539294,-0.45208257066516155
CACNG7,1.3690783539331617,0.5832420612609657,-0.785836292672196
CACNG8,1.0686954254932393,0.5608141916981361,-0.5078812337951032
CALCR,0.6277569867925603,0.5786067665560317,-0.0491502202365286
CALD1,1.9338003019864345,1.1154319437782791,-0.8183683582081553
CAMK1D,1.0079753284134183,0.5039876642067092,-0.5039876642067092
CAMK2D,2.4010520081243287,1.7961940492811308,-0.6048579588431979
CAMSAP3,1.7977690431605635,1.3773581628947045,-0.42041088026585904
CARD11,1.9914895715776515,1.3312558902445235,-0.660233681333128
CASK,1.7199842362419264,0.8599921181209632,-0.8599921181209632
CASP3,1.875384623471734,1.0636494590949908,-0.8117351643767432
CAV1,3.133496303392233,2.4167812909763726,-0.7167150124158606
CBL,2.293280612788737,1.3406342445506032,-0.9526463682381336
CBLB,1.389477218329999,0.6947386091649995,-0.6947386091649995
CBX5,1.987195199745593,1.2079466918756103,-0.7792485078699827
CCK,0.1139740985097897,0.1424653691174553,0.028491270607665597
CCL2,-0.7815374536398167,-0.6505080042637712,0.13102944937604555
CCL26,0.938880248676208,0.469440124338104,-0.469440124338104
CCNA1,1.1772305101461231,0.4353244797527127,-0.7419060303934104
CCNA2,1.4325597098132137,0.4921981661042165,-0.9403615437089972
CCND1,2.066355805287026,1.0218173749146524,-1.0445384303723737
CCND2,1.7185186056514634,1.193438229050126,-0.5250803766013374
CCND3,2.327378677826133,1.5444301975413754,-0.7829484802847575
CCNE1,1.0583912523108556,0.4323247542838103,-0.6260664980270454
CCR1,1.1450479406056775,0.6675791186055547,-0.47746882200012275
CCR5,0.4215359212152954,0.3759986397137805,-0.04553728150151487
CCR6,0.401763093458198,0.3338890494179951,-0.06787404404020292
CD14,1.0207885961303418,0.4771581000898665,-0.5436304960404753
CD177,0.9473716995079964,0.4736858497539982,-0.4736858497539982
CD180,0.7138528935656947,0.3569264467828473,-0.3569264467828474
CD1D,-0.435194915085578,-0.3748207791834906,0.0603741359020874
CD24,0.9369231160046492,0.4684615580023246,-0.4684615580023246
CD274,1.835546342045432,1.0736509081647967,-0.7618954338806354
CD33,-0.2238885242945796,-0.2205500637223121,0.0033384605722674987
CD36,-0.1057303823443607,0.012951753389584,0.1186821357339447
CD38,0.2925140187332082,0.2548628109416264,-0.03765120779158182
CD3G,-0.3996795122917016,-0.3348058462216496,0.06487366607005202
CD40,1.5991650275774068,1.0871347262351734,-0.5120303013422334
CD40LG,0.0112335893560188,0.1033014034579482,0.0920678141019294
CD44,3.645131344297845,2.784759564317728,-0.8603717799801172
CD59,2.575141302257608,1.4877660297292838,-1.0873752725283243
CD74,2.714384443001414,2.153267452206079,-0.5611169907953353
CD82,1.6110176866221186,0.89098716317362,-0.7200305234484986
CD83,1.491536701540784,0.811585295332156,-0.6799514062086282
CD8A,1.1844344155633535,0.6899018165616153,-0.4945325990017382
CDC25A,1.7795526325359432,0.978043382656629,-0.8015092498793142
CDC25C,1.5548800489216463,0.8860458260358453,-0.6688342228858011
CDC34,1.7591126012725264,0.9881621022112854,-0.770950499061241
CDC6,1.8726915788295804,0.9732415137349242,-0.8994500650946562
CDH1,0.9071488829729912,0.43544288118259,-0.47170600179040123
CDH11,1.6970778611211357,1.052851659749308,-0.6442262013718276
CDH19,1.6326454722066308,1.092747880580804,-0.5398975916258268
CDH2,0.7816422041979271,0.4277168264190969,-0.35392537777883015
CDH3,0.4973360704001688,0.1509834264201458,-0.34635264398002297
CDH4,2.0114951098345784,1.3622645084721146,-0.6492306013624638
CDK1,1.5832107466226863,0.5814162542493577,-1.0017944923733286
CDK20,1.0212703118129385,0.5475308802266032,-0.47373943158633525
CDK4,1.853189506967171,0.9670799544916624,-0.8861095524755087
CDK5R1,1.277315269130192,0.6805126713867238,-0.5968025977434683
CDK6,1.6865532997577828,0.8150447107486783,-0.8715085890091044
CDKN1A,1.7779938143833518,0.9245701472869102,-0.8534236670964416
CDKN1B,1.755138225994523,1.0191235694041705,-0.7360146565903525
CDKN1C,1.6022450101944723,1.2469611002447851,-0.35528390994968717
CDKN2B,-0.2783453962074497,-0.3493618171657106,-0.07101642095826088
CDON,1.5548816941110577,0.796705354559425,-0.7581763395516327
CDX2,0.2330004122511448,0.214184814905511,-0.01881559734563379
CEACAM1,1.211747248286925,0.8388293944317027,-0.37291785385522225
CEBPA,0.0704295467784427,-0.0733910281858009,-0.1438205749642436
CELF2,1.2938013668741104,0.739351228422237,-0.5544501384518734
CELSR1,1.9640749407830056,1.4318485998129793,-0.5322263409700263
CETP,0.8781103328618819,0.665647041669962,-0.21246329119191987
CFLAR,1.5311841123100018,0.6512200504601111,-0.8799640618498907
CFTR,-0.1798906511719464,-0.0479297168621406,0.1319609343098058
CGA,0.3829044248431199,0.0660070630459288,-0.3168973617971911
CGN,1.296646456795024,0.648323228397512,-0.648323228397512
CHEK1,1.8574861693161864,1.0373488862331166,-0.8201372830830698
CHEK2,1.3348840567795428,0.7760478299647935,-0.5588362268147493
CHGA,-0.1421772557891239,-0.0292335910729342,0.1129436647161897
CHML,2.9475762158797143,2.115607972169504,-0.8319682437102105
CHPF,1.5782310883763029,0.7891155441881514,-0.7891155441881514
CHRDL1,1.979577427380069,1.0605609145022794,-0.9190165128777896
CHST11,1.788993821662534,0.894496910831267,-0.894496910831267
CHST2,1.2017206422507545,0.6008603211253772,-0.6008603211253772
CHST4,0.517279953084469,0.3563245853221733,-0.16095536776229563
CIITA,1.2272888478757136,0.7696924315342886,-0.457596416341425
CITED2,1.7008499704851348,0.8563600236218485,-0.8444899468632863
CLDN1,1.0857711541822874,0.5428855770911437,-0.5428855770911437
CLDN2,1.1462166469519923,0.7303316451166978,-0.41588500183529453
CLDN4,1.6630630810990163,0.8315315405495082,-0.8315315405495082
CLEC4C,0.1117786975137381,0.1189676255634122,0.007188928049674095
CLIC5,1.7157395319364552,0.9771292151366898,-0.7386103167997654
CLK3,1.4320111450115354,0.6791098481856339,-0.7529012968259015
CLU,1.8862856167377795,1.162249148937768,-0.7240364678000115
CNTN1,1.259453793712053,0.7197651768386613,-0.5396886168733916
CNTNAP2,-0.0925542578343072,-0.0779176149559542,0.014636642878352993
COL11A2,1.0507088015343389,0.8123832614127693,-0.2383255401215696
COL12A1,2.602309912810321,1.7083818984939811,-0.89392801431634
COL17A1,1.5452889532178835,1.0809513849628694,-0.46433756825501415
COL1A1,1.2002025430138,0.5118114944893719,-0.688391048524428
COL1A2,0.6269523457369293,0.2038973471208116,-0.4230549986161177
COL27A1,1.625929293659078,1.15659065872531,-0.4693386349337678
COL3A1,1.4112925471059197,1.0975111272734617,-0.313781419832458
COL4A3,1.0208956362172328,0.8187547264625432,-0.20214090975468957
COL4A4,1.4430408906173986,1.0354808642132896,-0.40756002640410904
COL4A5,2.044727708000763,1.3577532229735954,-0.6869744850271675
COL4A6,1.6069934326588349,1.176882722104304,-0.430110710554531
COL5A1,2.342753841890346,1.5150029328409431,-0.8277509090494028
COL6A2,1.3433479288383374,0.9799808727730958,-0.36336705606524167
COL6A3,2.233580386927749,1.4943910504816036,-0.7391893364461453
COL8A1,1.8433276388472624,1.2299707277775591,-0.6133569110697032
CPT1B,0.7223595516167075,0.4730917909083704,-0.24926776070833712
CRABP2,1.3297738208006291,0.8334940280249064,-0.49627979277572276
CRADD,1.680735365711325,1.0233016329058964,-0.6574337328054287
CRB3,0.7382760324394141,0.369138016219707,-0.3691380162197071
CREB3L1,2.630131235685901,2.0653032087094068,-0.5648280269764943
CREM,1.5699895930300252,0.8704731163775731,-0.6995164766524521
CRH,-0.1729839737916811,-0.1233877112159744,0.04959626257570669
CRY1,1.7840197272971698,0.926831032200192,-0.8571886950969778
CRY2,1.415492395680456,0.7425673663918342,-0.6729250292886217
CSF1,2.0106078018251563,1.141983656980087,-0.8686241448450693
CSF3,1.5874768044407763,1.151323430112415,-0.43615337432836143
CSPG4,1.867251224001095,1.4689935950413078,-0.3982576289597872
CTGF,1.9711962962350464,0.9001198282549627,-1.0710764679800837
CTNNB1,2.0816052510180456,1.0776983498291572,-1.0039069011888884
CTSC,1.830795182089524,0.915397591044762,-0.915397591044762
CTSL,1.768719499451157,0.969838069588139,-0.798881429863018
CTSS,1.0099142991454222,0.5049571495727111,-0.5049571495727111
CXADR,0.7716544890355714,0.1352377552709716,-0.6364167337645998
CXCL1,0.9584079709847968,0.3815193767124595,-0.5768885942723373
CXCL12,0.320754769756035,0.353368165107809,0.03261339535177399
CXCL16,0.7498527519369093,0.298511336220839,-0.4513414157160703
CXCL8,-0.5318885949376952,-0.5166286399620461,0.015259954975649137
CXCR4,1.2550215826856366,0.7417856373290771,-0.5132359453565595
CYB561,1.8133732487458891,1.015292425947967,-0.7980808227979221
CYBB,0.6915086626282575,0.2166779495013505,-0.474830713126907
CYFIP2,1.3526983773538035,0.532631573770405,-0.8200668035833985
CYLD,1.3821771734629702,0.5338652650907832,-0.848311908372187
CYP11A1,0.8877847996571677,0.5549114687072981,-0.3328733309498696
CYP17A1,-0.1986247691423714,-0.2373939332759826,-0.0387691641336112
CYP19A1,0.0755386562282463,0.0823548663949864,0.006816210166740097
CYP1A1,0.6618975552429905,0.1195954219864023,-0.5423021332565883
CYP27B1,0.3712521853878102,-0.0851353470494994,-0.45638753243730956
CYP2B6,0.0795895671060016,0.0816498203746284,0.0020602532686267994
CYP2C18,0.6207350251674765,0.3103675125837382,-0.3103675125837383
CYP2E1,0.8851429103699503,0.5775375452607738,-0.30760536510917647
CYP7A1,-0.2227782146783708,-0.1260337814968405,0.09674443318153031
CYP7B1,-0.284441880945703,-0.1791166647929852,0.10532521615271781
DAAM1,1.6125568872900804,0.8062784436450402,-0.8062784436450402
DAB2,1.8687929609732112,1.0454155493653208,-0.8233774116078905
DAB2IP,2.4387974548506293,1.7473440572379006,-0.6914533976127286
DACH1,1.2007280458463907,0.6003640229231954,-0.6003640229231954
DAG1,3.352105865737364,2.7527251381364874,-0.5993807276008765
DCDC2,0.3393111581408419,-0.2425838527953893,-0.5818950109362312
DCN,-0.480503338507912,-0.3257299891165166,0.15477334939139537
DDAH1,2.038816681018012,1.1048866603715666,-0.9339300206464454
DDIT3,1.2630773438798275,0.5648200091276943,-0.6982573347521333
DENND1B,1.495633246404994,0.747816623202497,-0.747816623202497
DENND2A,0.8784649206347385,0.4392324603173692,-0.4392324603173693
DES,-0.6683892447792253,-0.5575060872600036,0.11088315751922173
DKK1,2.268173310074121,1.247359189130108,-1.0208141209440131
DMBT1,2.4843341476247094,1.888095941520851,-0.5962382061038585
DMD,1.8148091934713573,1.606777763176613,-0.20803143029474436
DNAJC6,2.1362327195537407,1.389006843430972,-0.7472258761227688
DNM1,0.0455871330280761,-1.0276129051546024,-1.0732000381826785
DOCK2,1.2958838256505083,0.6479419128252543,-0.647941912825254
DPF3,1.1502352936224722,0.5751176468112361,-0.5751176468112361
DPYSL2,2.7538237531097645,2.1156987632056388,-0.6381249899041257
DPYSL3,1.6323730007312152,1.498733872119257,-0.13363912861195826
DR1,1.4884593924955811,0.6250369035850385,-0.8634224889105426
DSCAM,0.7222017814233668,0.3611008907116834,-0.3611008907116834
DSG2,1.883374595842419,0.9416872979212096,-0.9416872979212094
DSG4,-0.2134287145633216,-0.2639376789223625,-0.05050896435904087
DYSF,2.1816193038843625,1.4414996203811186,-0.740119683503244
E2F1,1.4917385239091887,0.663147505165138,-0.8285910187440507
EAPP,1.516972706941242,0.8003413902922488,-0.7166313166489932
EBNA1BP2,2.059074727508254,1.1381431653291496,-0.9209315621791043
ECM1,1.874546830348993,1.08258586826672,-0.791960962082273
EDN1,1.907064684582583,1.3810030182600712,-0.5260616663225117
EDN2,0.9938223704585526,0.4969111852292763,-0.4969111852292763
EDNRB,1.5186126190766798,0.9722686856236122,-0.5463439334530675
EEF1A2,1.4480683548683198,0.7240341774341599,-0.7240341774341599
EFEMP1,1.84907522912194,0.92453761456097,-0.92453761456097
EFNA1,1.3691344991537806,0.8697046314934291,-0.49942986766035147
EGFL7,1.34852522471934,0.7467557657906814,-0.6017694589286586
EGFR,2.13552739795802,1.1712577078642898,-0.9642696900937302
EGR1,1.4589008631680789,0.7672154978010912,-0.6916853653669877
EHF,2.0003045334484493,1.1659891909792155,-0.8343153424692338
ELANE,0.2134287145633216,0.2639376789223625,0.05050896435904087
ELK1,1.4782993243406466,0.5906178693852614,-0.8876814549553852
ENAH,2.308977430256576,1.4278433194130309,-0.8811341108435453
ENTPD3,1.6907254161834917,0.9308410279543062,-0.7598843882291855
EP300,1.8333851410872977,0.9723777677705896,-0.8610073733167081
EPB41L1,2.192212578204653,1.527303102666803,-0.6649094755378502
EPCAM,1.1984324600950924,0.4860049277376733,-0.7124275323574192
EPHA10,1.0419908812393448,0.6521083470332186,-0.3898825342061262
EPHA5,1.5620968704784313,1.036786347223616,-0.5253105232548152
EPHB2,1.995708768703816,1.271139053604725,-0.7245697150990911
EPHX1,1.877709817946452,0.9963111229079892,-0.8813986950384628
EPN3,0.5546905404595291,0.2773452702297646,-0.2773452702297646
EPO,-0.3470301614231977,-0.2938489303781136,0.0531812310450841
EPOR,1.671233659676762,1.084091741574479,-0.587141918102283
ERBB2,1.5392245026400986,0.6888015416008533,-0.8504229610392453
ERBB3,2.6935380184589226,2.410420295133434,-0.2831177233254887
ERBB4,2.4602305182269357,2.3178631723961862,-0.1423673458307495
EREG,1.800934816349257,1.1698133013281031,-0.6311215150211538
ERG,0.0956621265039479,0.2181394360121963,0.1224773095082484
ERO1A,0.1160359114953013,0.1238349003094149,0.007798988814113589
ERP44,1.516167989223189,0.6922670500498306,-0.8239009391733584
ERVW-1,0.2504162605209163,0.2455419799269727,-0.004874280593943625
ESR1,-0.0881677352707998,0.124523249989192,0.2126909852599918
ETS1,2.0434389793577967,1.0725989746699929,-0.9708400046878038
ETV1,1.8190446281930608,0.9464180384166644,-0.8726265897763964
ETV4,1.8689138001083885,1.1710300237003817,-0.6978837764080068
EYA3,1.6021698571610568,0.86776301308425,-0.7344068440768068
EZR,2.100698230002973,1.1358274348640476,-0.9648707951389255
F11R,2.4255683896073776,1.742286354171133,-0.6832820354362446
F2R,1.8962569282354609,1.0218104434413462,-0.8744464847941147
F2RL1,2.11828366750066,1.2334546888826805,-0.8848289786179795
F2RL2,1.6504748795663944,1.3152400191120406,-0.3352348604543538
F2RL3,1.638350867548275,1.279955292952397,-0.358395574595878
FABP4,-0.0358368576662503,0.0949923410532881,0.1308291987195384
FABP5,0.721123186760239,0.2598976287570055,-0.4612255580032335
FAP,-0.00068455138681,0.0415127611282226,0.0421973125150326
FAS,0.9583655111398764,0.3530097042023654,-0.6053558069375111
FASLG,0.5301720725663635,0.3884215428696831,-0.14175052969668034
FAXDC2,0.9986133660316012,0.571799836446812,-0.42681352958478924
FBLIM1,1.496547684875675,0.7482738424378375,-0.7482738424378375
FBLN1,0.9666927015302664,0.4833463507651332,-0.4833463507651332
FBN1,1.9639053032219127,1.116446290784636,-0.8474590124372767
FBXO2,2.1756408572810524,2.1303830447156624,-0.045257812565389965
FBXO27,2.7036788759386114,2.3704003259236446,-0.33327855001496687
FBXO44,2.2798109217018574,2.177733073997847,-0.10207784770401052
FBXO6,1.9294808410429067,2.0184921282437798,0.08901128720087303
FCER1A,0.1211416596162892,0.133063983239156,0.011922323622866798
FCER2,-0.0795895671060016,-0.0816498203746284,-0.0020602532686267994
FGD4,1.217864057200177,0.6089320286000885,-0.6089320286000885
FGF19,0.264060417781362,0.3984821306755065,0.13442171289414445
FGF2,-0.1649753570039613,0.0394706329595735,0.2044459899635348
FGF20,1.3802902153302654,1.1668341999089349,-0.21345601542133052
FGF5,1.8943830206449372,1.4050481372559434,-0.4893348833889939
FGFR2,1.9360720916660292,1.9273330634273425,-0.008739028238686775
FKBP5,1.5853870595271302,0.7926935297635651,-0.7926935297635651
FLG,2.159154241653709,1.4698244239792098,-0.6893298176744993
FLI1,0.9959559842988176,0.5963869182391844,-0.39956906605963316
